Accession	Name	Description
ARO:3003935	test-1	test
ARO:3003936	omadacycline	a aminomethylcycline antibiotic that targets 16s rRNA in gram positive and gram negative bacteria
ARO:3003937	Neisseria meningititis PBP2 conferring resistance to beta-lactam	Point mutation in Neisseria meningititis PBP2 (penA) decreases affinity between beta-lactam antibiotic molecule and PBP2, thereby conferring resistance to beta-lactam.
ARO:3003938	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	Mutations in PBP transpeptidases that change the affinity for penicillin thereby conferring resistance to penicillin antibiotics
ARO:3003939	Salmonella enterica parC conferring resistance to fluoroquinolones	Point mutations in Salmonella parC gene implicated in decreased susceptibility to fluoroquinolone antibiotics, primarily ciprofloxacin and nalidixic acid.
ARO:3003940	Shigella flexneri gyrA conferring resistance to fluoroquinolones	Point mutations in Shigella flexneri gyrA observed to confer resistance to fluoroquinolone antibiotics.
ARO:3003941	Shigella flexneri parC conferring resistance to fluoroquinolones	Point mutation in parC conferring resistance to fluoroquinolone antibiotics in Shigella flexneri,
ARO:3003942	abcA	AbcA is a multidrug resistant ABC transporter that confers resistance to methicillin, daptomycin, cefotaxime, and moenomycin.
ARO:3003947	EfrAB	EfrAB is a heterodimeric ABC transporter efflux pump found in Enterococcus faecalis and Enterococcus faecium that confers resistance to ciprofloxacin, erythromycin, rifampicin, quinupristine.
ARO:3003948	efrA	efrA is a part of the EfrAB efflux pump, and both efrA and efrB are necessary to confer drug resistance.
ARO:3003949	efrB	efrB is a part of the EfrAB efflux pump, and both efrA and efrB are necessary to confer multidrug resistance.
ARO:3003950	msbA	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A, a major component of the bacterial outer cell membrane, and is the only bacterial ABC transporter that is essential for cell viability.
ARO:3003951	microcin J25	microcin J25 is a peptide antibiotic that inhibits transcription by bacterial RNA polymerase. MccJ25 is produced by Escherichia coli strains that harbor a plasmid-borne antibiotic-synthesis and antibiotic-export cassette, consisting of a gene for MccJ25 precursor (a 58 residue linear peptide), two genes for factors that process MccJ25 precursor into MccJ25, and one gene for export of MccJ25.
ARO:3003952	YojI	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.
ARO:3003953	hmrM	hmrM is a multidrug efflux pump belonging to the MATE family and functions as a  Na+/drug antiporter.
ARO:3003954	efmA	efmA is an MFS transporter permease in  E. faecium.
ARO:3003955	efpA	efpA is an MFS transporter found in Mycobacterium tuberculosis.
ARO:3003956	antibacterial free fatty acids	Amongst the diverse and potent biological activities of free fatty acids (FFAs) is the ability to kill or inhibit the growth of bacteria. The antibacterial properties of FFAs are used by many organisms to defend against parasitic or pathogenic bacteria. The prime target of FFA action is the cell membrane, where FFAs disrupt the electron transport chain and oxidative phosphorylation. Besides interfering with cellular energy production, FFA action may also result from the inhibition of enzyme activity, impairment of nutrient uptake, generation of peroxidation and auto-oxidation degradation products or direct lysis of bacterial cells.
ARO:3003957	palmitic acid	Palmitic acid is the most common saturated fatty acid found in animals, plants, and microorganisms. Palmitic acid is found to have antibacterial properties.
ARO:3003958	oleic acid	Oleic acid is a fatty acid that occurs naturally in various animal and vegetable fats and oils. Oleic acid is found to have antibacterial activity, particularly in inhibiting the growth of several Gram-positive bacterial species.
ARO:3003959	linoleic acid	Linoleic acid is a polyunsaturated omega-6 fatty acid. Linoleic acid has been found to have antibacterial activity, particularly in inhibiting the growth of Gram-positive bacterial species.
ARO:3003960	farAB	farAB is an MFS efflux pump found in gonococci that is involved in antibacterial fatty acid resistance. Moreover, expression of the tandemly linked farA and farB genes was positively associated with the presence of the MtrR transcriptional regulatory protein that normally downregulates the expression of mtrCDE.
ARO:3003961	farA	farA is the membrane fusion protein that is part of the farAB efflux pump.
ARO:3003962	farB	farB is the cytoplasmic transporter protein that is part of the farAB efflux pump. farB corresponds to 3 loci in Pseudomonas aeruginosa PAO1 and 3 loci in Pseudomonas aeruginosa LESB58.
ARO:3003963	flo	The Flo transporters can be plasmid- or chromosome-encoded. flo is an important determinant of florfenicol resistance in animal isolates of E. coli but is also found in human pathogens (e.g. Salmonella enterica and V. cholerae).
ARO:3003964	hp1181	hp1181 is a translocase that is part of the MFS efflux pump family. It is found in H. pylori and has role in the active efflux of antibiotics.
ARO:3003965	hp1184	hp1184 is a translocase that belongs to the MATE efflux pump family. It is found in H. pylori and is involved in the active efflux of antibiotics.
ARO:3003966	Klebsiella pneumoniae OmpK35	Klebsiella pneumoniae outer membrane porin protein. In beta-lactam-resistant Klebsiella, this porin is often deleted, limiting diffusion of the antibiotic into the cell. Klebsiella strains expressing OmpK35 are often beta-lactam sensitive even in the presence of beta-lactamases because of an inefficient mechanism.
ARO:3003967	lrfA	lfrA is involved in the active efflux of quinolones and is found in Mycobacterium smegmatis. lfrA corresponds to 2 loci in Pseudomonas aeruginosa PAO1 and 2 loci in Pseudomonas aeruginosa LESB58.
ARO:3003968	Klebsiella pneumoniae OmpK36	Klebsiella pneumoniae outer membrane porin protein. In beta-lactam-resistant Klebsiella, this porin is often deleted, limiting diffusion of the antibiotic into the cell. Klebsiella strains expressing OmpK36 are often beta-lactam sensitive even in the presence of beta-lactamases because of an inefficient mechanism.
ARO:3003969	lmrP	lmrP is a proton motive force-dependent drug transporter that is part of the MFS efflux pump family.
ARO:3003970	D-Ala-D-Ala ligase	Non-van ligases that synthesize D-Ala-D-Ala, the default cell wall precursor that makes a cell vulnerable to glycopeptide antibiotics. Mutations in the ddl gene can cause the production of nonfunctional/inactivated D-Ala-D-Ala ligases, which can render bacteria glycopeptide dependent depending on the presence of vancomycin resistance clusters.
ARO:3003971	Erm(44)	Variant of Erm(44) isolated from Staphylococcus saprophyticus, confers resistance to lincosamide and macrolide antibiotics but not streptogramins.
ARO:3003972	Solithromycin	A clinically developed Macrolide antibiotic targeting gram positive and gram negative bacteria.
ARO:3003974	Propionibacterium acnes gyrA conferring resistance to fluoroquinolones	Point mutations in P. acnes gyrA protein known to confer resistance to fluoroquinolone antibiotics.
ARO:3003975	pactamycin	Antibiotic produced by Streptomyces pactum, considered a universal translation inhibitor
ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	Point mutations in bacterial 16S rRNA that confer resistance to antibiotic pactamycin
ARO:3003977	Halobacterium salinarum 16S rRNA mutation conferring resistance to pactamycin	Point mutations in Halobacterium 16S rRNA that confer resistance to pactamycin antibiotic
ARO:3003978	Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin	Point mutation in C. reinhardtii rrnS conferring resistance to streptomycin antibiotic.
ARO:3003979	Eravacycline	A fluorocycline that acts to inhibit the bacterial ribosome.
ARO:3003980	tetA(48)	TetA(48) is a Tetracycline efflux pump described in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.
ARO:3003981	tetB(48)	Tetracycline resistant TetB(48) efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.
ARO:3003982	LlmA 23S ribosomal RNA methyltransferase	Lincosamide (Clindamycin) resistant (putative) ribosomal methyltransferase related to the RlmK 23S rRNA methyltransferase COG family. Detected in Paenibacillus sp. LC231, an isolated strain of Paenibacillus found in Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.
ARO:3003983	CatU	Chloramphenicol acetyltransferase conferring resistance to phenicol antibiotics detected in Paenibacillus sp. LC231, an isolated strain of Paenibacillus from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.
ARO:3003984	BahA	Bacitracin amidohydrolase found in Paenibacillus sp. LC231, an isolated strain of Paenibacillus from Lechuguilla Cave, NM, USA. Confers resistance by bacitracin inactivation through amidohydrolysis. Described by Pawlowski et al. 2016.
ARO:3003985	amidohydrolysis of bacitracin undecaprenyl pyrophosphate	Hydrolysis of amido side-chain of asparagine-12 forming hydrogen bond with undecaprenyl pyrophosphate in bacitracin leading to antibiotic inactivation.
ARO:3003986	TaeA	Pleuromutilin (Tiamulin) ABC efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to pleuromutilin antibiotics. Described by Pawlowski et al. 2016.
ARO:3003987	VatI	Streptogramin A acetyltransferase found in Paenibacillus sp. LC231, isolated from Lechuguilla Cave, NM, USA. Confers resistance to streptogramin A antibiotics. Described by Pawlowski et al. 2016.
ARO:3003988	AAC(2')-IIb	AAC(2')-IIb is an intrinsic Kasugamycin 2' acetyltransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to aminoglycoside antibiotics, including kasugamycin. Described by Pawlowski et al. 2016.
ARO:3003989	AAC(6')-34	AAC(6')-34 is an aminoglycoside 6'-phosphotransferase found in Paenibacillus sp. LC231, a strain of Paenibacillus from Lechuguilla Cave, NM, USA. Confers resistance to aminoglycoside antibiotics. Described by Pawlowski et al. 2016.
ARO:3003990	vgbC	VgbC is a streptogramin B-type lyase found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to streptogramin B-type antibiotics by linearization of the lactone ring on an ester bond, resulting in antibiotic inactivation. Described by Pawlowski et al. 2016.
ARO:3003991	mphI	mphI is a macrolide phosphotransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to macrolide antibiotics. Described by Pawlowski et al. 2016.
ARO:3003992	rphB	rphB is a rifampin phosphotransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to rifamycin antibiotics, specifically rifampin, through rifampin inactivation. Described by Pawlowski et al. 2016.
ARO:3003993	capreomycin	Capreomycin is an aminoglycoside antibiotic, capable of treating a large number of infections but in particular used for killing bacteria causing tuberculosis.
ARO:3003994	cpaA	cpaA is a capreomycin acetyltransferase protein found in Paenibacillus sp. LC231, an isolated strain of Paenibacillus in Lechuguilla Cave, NM, USA. Confers resistance to capreomycin, an aminoglycoside antibiotic. Described by Pawlowski et al. 2016.
ARO:3003995	Clostridium difficile gyrA conferring resistance to fluoroquinolones	Amino acid substitutions in Clostridium difficile gyrase subunit A which when present confer functional resistance to fluoroquinolone antibiotics.
ARO:3003997	amoxicillin-clavulanic acid	An antibiotic cocktail containing the beta-lactam antibiotic Amoxicillin and the beta-lactamase inhibitor Clavulanic Acid (potassium clavulanate).
ARO:3003998	ampicillin-sulbactam	An antibiotic mixture containing the penicillin-derived beta-lactam antibiotic Ampicillin and the beta-lactamase inhibitor Sulbactam. Also known as Unasyn and/or Ampictam.
ARO:3003999	cefamandole	Cefamandole is a second-generation cephalosporin-class beta-lactam antibiotic.
ARO:3004000	cefetamet	Cefetamet is a third-generation semi-synthetic beta-lactam antibiotic that inactivates inner cell wall PBPs through targeting binding, resulting in cell lysis.
ARO:3004001	cefmetazole	Cefmetazole is a semi-synthetic cephamycin antibiotic with broad spectrum antibiotic activity against both gram-positive and gram-negative bacteria, that disrupt cell wall synthesis through binding to PBPs causing cell lysis.
ARO:3004002	cefonicid	Cefonicid is a second-generation cephalosporin-class beta-lactam antibiotic with broad spectrum activity. Particularly used against urinary tract infections and lower respiratory infections. Causes cell lysis by inactivation of PBPs through binding, inhibiting peptidoglycan synthesis.
ARO:3004003	cefoperazone	Cefoperazone is a semi-synthetic cephalosporin containing a tetrazolyl moiety that is resistant to beta-lactamases. Particularly used for treatment of Pseudomonas spp. infections.
ARO:3004004	cefotetan	Cefotetan is a cephamycin-class beta-lactam antibiotic that is highly resistant to beta-lactamases and effective against a wide range of gram-negative and gram-positive bacteria.
ARO:3004005	cefprozil	Cefprozil is a cephalosporin and beta-lactam antibiotic with bactericidal activity. It selectively binds to PBPs and inhibits peptidoglycan synthesis, a major cell wall component, resulting in cell lysis.
ARO:3004006	ceftiofur	Ceftiofur is a third-generation broad spectrum cephalosporin and beta-lactam antibiotic. It causes cell lysis by disrupting peptidoglycan cross-linkage and cell wall formation by binding to PBPs.
ARO:3004007	ceftizoxime	Ceftizoxime is a third-generation cephalosporin and broad spectrum beta-lactam antibiotic. Ceftizoxime causes bacterial cell lysis through peptidoglycan cross-linking inhibition by binding to PBPs.
ARO:3004008	cephapirin	Cephapirin is a first-generation cephalosporin and broad spectrum beta-lactam antibiotic. Inactivation of penicillin-binding proteins through cephapirin binding disrupts peptidoglycan cross-linking, resulting in cell lysis.
ARO:3004009	cefradine	Cefradine is a first-generation cephalosporin and broad spectrum beta-lactam antibiotic. Cefradine binding to penicillin-binding proteins disrupts cell wall peptidoglycan cross-linkage, resulting in cell lysis.
ARO:3004010	cinoxacin	Cinoxacin is a fluoroquinolone antibiotic primarily used for the treatment of urinary tract infections in adults. Cinoxacin binds to DNA gyrase, resulting in double-stranded DNA breaks and cell death.
ARO:3004011	clinafloxacin	Clinafloxacin is a fluoroquinolone antibiotic and gyrase (DNA topoisomerase II) inhibitor. It binds to DNA gyrase and disrupts replication by causing double-stranded DNA breaks, resulting in cell death.
ARO:3004012	Clofazimine	Clofazimine is a fluoroquinolone-class phenazine dye used for the treatment of leprosy. Clofazimine binds to DNA and disrupts bacterial DNA gyrase, thereby causing double-stranded DNA breaks, and subsequent cell death.
ARO:3004013	fleroxacin	Fleroxacin is a broad spectrum fluoroquinolone antibiotic that inhibits the DNA supercoiling activity of bacterial DNA gyrase, resulting in double-stranded DNA breaks and subsequent cell death.
ARO:3004014	flomoxef	Flomoxef is a second-generation cephamycin (oxacephem) and beta-lactam antibiotic.
ARO:3004015	gentamicin A	Gentamicin A is part of a complex of broad spectrum aminoglycoside antibiotics. Gentamicin inhibits protein synthesis, resulting in bacterial cell death.
ARO:3004016	loracarbef	Loracarbef is a second-generation cephalosporin (carbacephem) and broad spectrum beta-lactam antibiotic. Loracarbef inhibits PBPs through binding, disrupting peptidoglycan cell wall cross-linkage and resulting in cell death.
ARO:3004017	moxalactam	Moxalactam (Latamoxef) is a broad spectrum cephalosporin (oxacephem) and beta-lactam antibiotic. Moxalactam binding to PBPs inhibits peptidoglycan cross-linkage in the cell wall, resulting in cell death. Moxalactam is proposed to be effective against meningitides as it passes the blood-brain barrier.
ARO:3004018	nafcillin	Nafcillin is a penicillin-class narrow-spectrum beta-lactam antibiotic. It inhibits cell wall synthesis and peptidoglycan cross-linkage through binding to PBPs, similarly to other penicillin-like antibiotics.
ARO:3004019	para-aminosalicylic acid	para-aminosalicylic acid (PAS) is an anti-tubercular antibiotic agent, often used in conjunction with Isoniazid for treatment of M. tuberculosis infections. PAS diminishes bacterial cell growth by limiting folic acid production.
ARO:3004020	piperacillin-sulbactam	An antibiotic cocktail containing the beta-lactam penam antibiotic Piperacillin and the beta-lactamase inhibitor sulbactam.
ARO:3004021	piperacillin-tazobactam	An antibiotic cocktail containing the penam beta-lactam antibiotic Piperacillin and the beta-lactamase inhibitor Tazobactam.
ARO:3004022	quinupristin-dalfopristin	An antibiotic cocktail of the streptogramin A dalfopristin and the streptogramin B quinupristin antibiotics. Used particularly to treat MRSA and vancomycin-resistant Enterococcus.
ARO:3004023	ticarcillin-clavulanic acid	An antibiotic cocktail containing the beta-lactam antibiotic ticarcillin and the beta-lactamase inhibitor clavulanic acid (clavulanate).
ARO:3004024	trimethoprim-sulfamethoxazole	An antibiotic cocktail containing the diaminopyrimidine antibiotic Trimethoprim and the sulfonamide antibiotic sulfamethoxazole (1 TMP:5 SMX).
ARO:3004025	prothionamide	Prothionamide is a thioamide derivative with antibacterial properties. It increases cell wall permeability and decreases cell wall damage resistance by inhibition of mycolic acid synthesis, resulting in cell death. It is particularly used to treat M. tuberculosis and M. leprae infections.
ARO:3004026	tinidazole	Tinidazole is a nitroimidazole anti-parasitic drug. It is used in the treatment of protozoan infections.
ARO:3004027	determinant of resistance to nucleoside antibiotics	Enzymes, other proteins or other gene products shown clinically to confer resistance to nucleoside antibiotics, including aminonucleosides.
ARO:3004028	determinant of diaminopyrimidine resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to diaminopyrimidine (incl. trimethoprim) antibiotics.
ARO:3004030	RosAB	An efflux pump/potassium antiporter system (RosAB) formed by the RosA and RosB proteins found in Yersinia.
ARO:3004031	tetAB(46)	tetAB(46) is a heterodimeric ABC transporter conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity. Both tetA(46) and tetB(46) genes are required for resistance.
ARO:3004032	tetA(46)	tetA(46) is a subunit of tetAB(46), a heterodimeric ABC transporter, that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.
ARO:3004033	tetB(46)	tetB(46) is a subunit of tetAB(46), a heterodimeric ABC transporter, that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.
ARO:3004034	tetAB(60)	tetAB(60) is an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli. Both tetA(60) and tetB(60) are required for resistance.
ARO:3004035	tetA(60)	tetA(60) is a subunit of tetAB(60), an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli, which is required for resistance.
ARO:3004036	tetB(60)	tetB(60) is a subunit of tetAB(60), an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli, which is required for resistance.
ARO:3004038	Pseudomonas aeruginosa emrE	EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium, methyl viologen, gentamicin, kanamycin, and neomycin.
ARO:3004039	Escherichia coli emrE	Member of the small MDR (multidrug resistance) family of transporters; in Escherichia coli this protein provides resistance against a number of positively charged compounds including ethidium bromide and erythromycin; proton-dependent secondary transporter which exchanges protons for compound translocation
ARO:3004040	rifampin phosphotransferase	Enzymes, protein or other gene products that inactivate rifampin (rifamycin) antibiotics through phosphorylation of the antibiotic at the 21-OH position.
ARO:3004041	Klebsiella pneumoniae acrA	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae, which is encoded by the acrRAB operon.
ARO:3004042	Enterobacter cloacae acrA	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. cloacae.
ARO:3004043	Escherichia coli acrA	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.
ARO:3004044	antibiotic sensitive fabI	fabI is a bacterial enoyl-acyl carrier reductase (ENR) isozyme. As with other ENRs, mutations in fabI can confer resistance to the biocide triclosan.
ARO:3004045	Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan	fabI is a enoyl-acyl carrier reductase used in lipid metabolism and fatty acid biosynthesis. The bacterial biocide Triclosan blocks the final reduction step in fatty acid elongation, inhibiting biosynthesis. Point mutations in fabI can confer resistance to Triclosan and Isoniazid
ARO:3004046	kdpDE	kdpDE is a two-component regulatory system in Escherichia coli, well studied for its role in potassium transport and homeostasis. kdpE is also implicated in virulence loci regulation and overexpression of kdpE is shown to confer resistance to aminoglycoside antibiotics.
ARO:3004047	kdpD	kdpD is a component of the two-component regulatory system, kdpDE. This system is involved in potassium transport and homeostasis, and has been implicated in virulence factor regulation along with kdpE.
ARO:3004048	MexAB-OprM with prematurely terminated MexR conferring resistance to meropenem and ciprofloxacin	MexAB-OprM efflux pump system with a prematurely terminated MexR confers resistance to meropenem and ciprofloxacin.
ARO:3004049	Escherichia coli fabG mutations conferring resistance to triclosan	fabG is a 3-oxoacyl-acyl carrier protein reductase involved in lipid metabolism and fatty acid biosynthesis.The bacterial biocide Triclosan blocks the final reduction step in fatty acid elongation, inhibiting biosynthesis. Point mutations in fabG can confer resistance to Triclosan.
ARO:3004050	antibiotic sensitive fabG	fabG is a bacterial 3-oxoacyl enoyl-acyl carrier reductase (ENR) isozyme. As with other ENRs, mutations in fabG are shown to confer resistance to the biocide triclosan.
ARO:3004051	MexAB-OprM with NalC mutations conferring resistance to aztreonam	MexAB-OprM efflux pump system with NalC mutations conferring resistance to aztreonam. While efflux gene hyperexpression typically results from mutations in the linked mexR repressor gene, it also occurs independently of mexR mutations in so-called nalC mutants that demonstrate more modest mexAB-oprM expression and, thus, more modest multidrug resistance than do mexR strains.
ARO:3004052	MexAB-OprM with NalD mutations conferring resistance to multiple antibiotics	MexAB-OprM efflux pump system with a NalD mutation conferring resistance to multiple antibiotics. This NalD mutation was found in multidrug-resistant clinical strains lacking mutations in MexR or NalC.
ARO:3004053	MexAB-OprM with CpxR regulator conferring resistance to ciprofloxacin, ceftazidime, and aztreonam	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance, in the absence of repressor MexR.
ARO:3004054	Pseudomonas aeruginosa CpxR	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance, in the absence of repressor MexR.
ARO:3004055	Escherichia coli CpxR	The Escherichia coli CpxR/CpxA system responds to general periplasmic stress and has been used as a model two-component system for transcription regulation in bacteria. CpxR/CpxA system facilitates Salmonella and E. coli resistance to cationic antimicrobial peptides.The CpxR/CpxA system can activate transcription of marRAB operon, thus facilitating multidrug-resistant regulator to enhance expression of TolC-dependent tripartite multidrug transporters.
ARO:3004056	ArmR	ArmR, a 53-amino-acid antirepressor, allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.
ARO:3004057	23S rRNA with mutation conferring resistance to linezolid antibiotics	Point mutations in the 23S rRNA subunit may confer resistance to linezolid and other oxazolidinone antibiotics.
ARO:3004058	Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid	Point mutations in the 23S rRNA subunit of the large ribosomal bacterial subunit in Staphylococcus aureus, which confer resistance to linezolid by disrupting antibiotic target binding
ARO:3004059	Type A NfxB	Type A NfxB mutants are four to eight times more resistant to ofloxacin, erythromycin, and new zwitterionic cephems, i.e., cefpirome, cefclidin, cefozopran, and cefoselis, than the parent strain, PAO1. nfxB corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: esrC/nfxB) and 2 loci in Pseudomonas aeruginosa LESB58 (gene name: nfxB).
ARO:3004060	Type B NfxB	Type B NfxB mutants are more resistant to tetracycline and chloramphenicol, as well as ofloxacin, erythromycin, and the new zwitterionic cephems, than was PAO1, and they are four to eight times more susceptible to carbenicillin, sulbenicillin, imipenem, panipenem, biapenem, moxalactam, aztreonam, gentamicin, and kanamycin than PAO1. The mutation at the 46th amino acid position is sufficient for overproduction of OprJ and the multidrug resistance. nfxB corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: esrC/nfxB) and 2 loci in Pseudomonas aeruginosa LESB58 (gene name: nfxB).
ARO:3004061	MexCD-OprJ with type A NfxB mutation	MexCD–OprJ with type A NfxB phenotype are four to eight times more resistant to ofloxacin, erythromycin, and new zwitterionic cephems, i.e., cefpirome, cefclidin, cefozopran, and cefoselis, than the parent strain, PAO1.
ARO:3004062	MexCD-OprJ with type B NfxB mutation	MexCD-OprJ with Type B NfxB mutions are more resistant to tetracycline and chloramphenicol, as well as ofloxacin, erythromycin, and the new zwitterionic cephems, than was PAO1, and they are four to eight times more susceptible to carbenicillin, sulbenicillin, imipenem, panipenem, biapenem, moxalactam, aztreonam, gentamicin, and kanamycin than PAO1.
ARO:3004063	EdeQ	EdeQ is an N-acetyltransferase enzyme that confers high-level self-resistance to edeine in Brevibacillus brevis, a natural edeine producer. EdeQ converts active edeine to N-acetyledeine, which is ineffective in vivo.
ARO:3004064	Edeine acetyltransferase	Edeine acetyltransferase enzymes catalyze the transfer of an acetyl group to active edeine, converting it to an inactive form in vivo. This mechanism is used for high-level self-resistance in edeine-producing Brevibacillus spp.
ARO:3004066	MexEF-OprN with MexT mutation conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	The MexEF–OprN efflux pump in P. aeruginosa is overexpressed with MexT mutation conferring resistance to chloramphenicol and ciprofloxacin
ARO:3004067	MUS beta-lactamase	Subclass B1 (metallo-) beta-lactamases found in Myroides spp., which confer resistance to carbapenam class beta-lactamase antibiotics.
ARO:3004068	MexEF-OprN with MexS mutations conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	The MexEF–OprN efflux pump with MexS mutations conferring resistance to chloramphenicol and ciprofloxacin. The model includes the MexT regulator, as MexS is suggested to inactivate MexT.
ARO:3004069	MvaT	MvaT, a global regulator of virulence genes in P. aeruginosa, has also shown to be able to repress the expression of the MexEF-OprN pump.
ARO:3004070	MexEF-OprN with MvaT deletion conferring resistance to chloramphenicol and norfloxacin	A deletion of MvaT results in the overexpression of MexEF-OprN conferring resistance to chloramphenicol and norfloxacin.
ARO:3004071	determinant of ethionamide resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to the second-line anti-tubercular agent, ethionamide.
ARO:3004072	OpmB	OpmB is an outer membrane efflux protein in Pseudomonas aeruginosa that shows functional cooperation with MuxABC, to form the efflux pump system MuxABC-OpmB.
ARO:3004073	MuxA	MuxA is a membrane fusion protein component of the efflux pump system MuxABC-OpmB in Pseudomonas aeruginosa.
ARO:3004074	MuxB	MuxB is one of the two necessary RND components in the Pseudomonas aeruginosa efflux pump system MuxABC-OpmB.
ARO:3004075	MuxC	MuxC is one of the two necessary RND components of the MuxABC-OpmB efflux pumps system in Pseudomonas aeruginosa.
ARO:3004076	MuxABC-OpmB	MuxABC-OpmB is an RND-type multidrug efflux pump in Pseudomonas aeruginosa. This efflux pump confers resistance to aztreonam, novobiocin, tetracycline, erythromycin, kitasamycin and rokitamycin.
ARO:3004077	PmpM	PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones, fradiomycin, benzalkonium chloride, chlorhexidine gluconate, ethidium bromide, tetraphenylphosphonium chloride (TPPCl), and rhodamine 6G.
ARO:3004078	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	AcrR is the repressor of the AcrAB operon, where a mutation in AcrR allows AcrAB-TolC to confer resistance to ciprofloxacin, tetracycline, and ceftazidime.
ARO:3004079	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	The Escherichia coli AcrAB-TolC with MarR mutation (Y137H) conferring resistance to ciprofloxacin and tetracycline.
ARO:3004080	MexAB-OprM with MexR mutations confers resistance to multiple antibiotics	MexAB-OprM efflux pump system with MexR mutations confers resistance to multiple antibiotics in P. aeruginosa.
ARO:3004081	AcrAD-TolC confers resistance to amikacin, gentamicin, and tobramycin	The AcrAD-TolC efflux pump system in E. coli confers resistance to amikacin, gentamicin, and tobramycin.
ARO:3004082	AcrAD-TolC	AcrAD-TolC efflux pump system in E. coli from the resistance-nodulation-division family, was shown to participate in the efflux of aminoglycosides.
ARO:3004083	AcrEF-TolC confers resistance to ciprofloxacin	AcrEF-TolC efflux pump system of E. coli confers resistance to fluoroquinolones (ciprofloxacin).
ARO:3004085	lnuG	lnuG is a transposon-mediated lincosamide nucleotidyltransferase found in Enterococcus faecalis on Tn6260.
ARO:3004086	APH(3')-VIII	APH(3')-VIII is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides.
